;ID User;Action Name;ID Level;ID Mission;Booster 1;Booster 2;Booster 3;Leftover Moves;;;;;;;;
171;994ccd71a1dc;missionStarted;42;1fc739119cba;0;0;0;NA;;;;;;;;
172;994ccd71a1dc;missionFailed;42;1fc739119cba;0;0;0;NA;;;;;;;;
173;994ccd71a1dc;missionStarted;42;2f9e441f6154;0;0;0;NA;;;;;;;;
174;994ccd71a1dc;missionFailed;42;2f9e441f6154;0;0;0;NA;;;;;;;;
175;994ccd71a1dc;missionStarted;42;5e5ce9c4bb09;0;0;0;NA;;;;;;;;
176;ced21f42e5ba;missionStarted;40;982f1b94579b;0;0;0;NA;;;;;;;;
177;ced21f42e5ba;missionFailed;40;982f1b94579b;0;0;0;NA;;;;;;;;
178;ced21f42e5ba;missionStarted;40;c46f8e9202ce;0;0;0;NA;;;;;;;;
179;ced21f42e5ba;missionFailed;40;c46f8e9202ce;0;0;0;NA;;;;;;;;
180;ced21f42e5ba;missionStarted;40;10fc6dbc0e00;0;0;0;NA;;;;;;;;
181;ced21f42e5ba;missionFailed;40;10fc6dbc0e00;0;0;0;NA;;;;;;;;
182;ced21f42e5ba;missionStarted;40;d03baa91e995;0;0;0;NA;;;;;;;;
183;ced21f42e5ba;missionFailed;40;d03baa91e995;0;0;0;NA;;;;;;;;
184;ced21f42e5ba;missionStarted;40;c12334016704;1;0;0;NA;;;;;;;;
185;ced21f42e5ba;missionCompleted;40;c12334016704;1;0;0;0;;;;;;;;
186;ced21f42e5ba;missionStarted;41;b08f05ce7345;0;0;0;NA;;;;;;;;
187;ced21f42e5ba;missionFailed;41;b08f05ce7345;0;0;0;NA;;;;;;;;
188;ced21f42e5ba;missionStarted;41;82d5bc2f821a;0;0;0;NA;;;;;;;;
189;ced21f42e5ba;missionCompleted;41;82d5bc2f821a;0;0;0;7;;;;;;;;
190;ced21f42e5ba;missionStarted;42;0ee986c87766;0;0;0;NA;;;;;;;;
191;ced21f42e5ba;missionCompleted;42;0ee986c87766;0;0;0;2;;;;;;;;
192;ced21f42e5ba;missionStarted;43;8c888d2cee80;0;0;0;NA;;;;;;;;
193;ced21f42e5ba;missionFailed;43;8c888d2cee80;0;0;0;NA;;;;;;;;
194;ced21f42e5ba;missionStarted;43;f31d160c6844;0;0;0;NA;;;;;;;;
195;ced21f42e5ba;missionFailed;43;f31d160c6844;0;0;0;NA;;;;;;;;
196;ced21f42e5ba;missionStarted;43;1696a14bfcb1;0;0;0;NA;;;;;;;;
197;ced21f42e5ba;missionFailed;43;1696a14bfcb1;0;0;0;NA;;;;;;;;
198;ced21f42e5ba;missionStarted;43;3135097ed684;0;0;0;NA;;;;;;;;
199;ced21f42e5ba;missionFailed;43;3135097ed684;0;0;0;NA;;;;;;;;
200;ced21f42e5ba;missionStarted;43;5213fe6850c8;0;0;0;NA;;;;;;;;
201;ced21f42e5ba;missionFailed;43;5213fe6850c8;0;0;0;NA;;;;;;;;
202;ced21f42e5ba;missionStarted;43;31c5da4ba4b9;0;0;0;NA;;;;;;;;
203;ced21f42e5ba;missionFailed;43;31c5da4ba4b9;0;0;0;NA;;;;;;;;
204;ced21f42e5ba;missionStarted;43;080bdd7da53d;0;0;0;NA;;;;;;;;
205;ced21f42e5ba;missionFailed;43;080bdd7da53d;0;0;0;NA;;;;;;;;
206;ced21f42e5ba;missionStarted;43;98cd5b17029c;0;0;0;NA;;;;;;;;
207;ced21f42e5ba;missionFailed;43;98cd5b17029c;0;0;0;NA;;;;;;;;
208;ced21f42e5ba;missionStarted;43;3cc24359a6fe;0;0;0;NA;;;;;;;;
209;ced21f42e5ba;missionFailed;43;3cc24359a6fe;0;0;0;NA;;;;;;;;
210;ced21f42e5ba;missionStarted;43;744bc5050b76;0;0;0;NA;;;;;;;;
211;ced21f42e5ba;missionCompleted;43;744bc5050b76;0;0;0;4;;;;;;;;
212;ced21f42e5ba;missionStarted;44;1c03b47b5828;0;0;0;NA;;;;;;;;
213;ced21f42e5ba;missionFailed;44;1c03b47b5828;0;0;0;NA;;;;;;;;
214;ced21f42e5ba;missionStarted;44;56b76413f513;0;0;0;NA;;;;;;;;
215;ced21f42e5ba;missionFailed;44;56b76413f513;0;0;0;NA;;;;;;;;
216;ced21f42e5ba;missionStarted;44;e63e06a111e6;0;0;0;NA;;;;;;;;
217;ced21f42e5ba;missionCompleted;44;e63e06a111e6;0;0;0;7;;;;;;;;
218;ced21f42e5ba;missionStarted;45;8860b1614137;0;0;0;NA;;;;;;;;
219;ced21f42e5ba;missionFailed;45;8860b1614137;0;0;0;NA;;;;;;;;
220;ced21f42e5ba;missionStarted;45;db0b1dc3d3a5;0;0;0;NA;;;;;;;;
221;ced21f42e5ba;missionFailed;45;db0b1dc3d3a5;0;0;0;NA;;;;;;;;
222;ced21f42e5ba;useContinue;45;db0b1dc3d3a5;NA;NA;NA;NA;;;;;;;;
223;ced21f42e5ba;missionCompleted;45;db0b1dc3d3a5;0;0;0;0;;;;;;;;
224;ced21f42e5ba;missionStarted;46;fbe86a10bf25;0;0;0;NA;;;;;;;;
225;ced21f42e5ba;missionCompleted;46;fbe86a10bf25;0;0;0;3;;;;;;;;
226;ced21f42e5ba;missionStarted;47;18ce8045647a;0;0;0;NA;;;;;;;;
227;f3fc4880c2d7;missionStarted;40;e8860bca10c8;0;0;0;NA;;;;;;;;
228;f3fc4880c2d7;missionFailed;40;e8860bca10c8;0;0;0;NA;;;;;;;;
229;f3fc4880c2d7;missionStarted;40;e00a71cedfdf;0;0;0;NA;;;;;;;;
230;f3fc4880c2d7;missionFailed;40;e00a71cedfdf;0;0;0;NA;;;;;;;;
231;f3fc4880c2d7;missionStarted;40;2ff5b40e9feb;0;0;0;NA;;;;;;;;
232;f3fc4880c2d7;missionFailed;40;2ff5b40e9feb;0;0;0;NA;;;;;;;;
233;f3fc4880c2d7;missionStarted;40;74ab0e152d0f;0;0;0;NA;;;;;;;;
234;f3fc4880c2d7;missionFailed;40;74ab0e152d0f;0;0;0;NA;;;;;;;;
235;f3fc4880c2d7;missionStarted;40;3193f1e42f37;0;0;0;NA;;;;;;;;
236;f3fc4880c2d7;missionCompleted;40;3193f1e42f37;0;0;0;0;;;;;;;;
237;f3fc4880c2d7;missionStarted;41;e459abbb1c59;0;0;0;NA;;;;;;;;
238;f3fc4880c2d7;missionFailed;41;e459abbb1c59;0;0;0;NA;;;;;;;;
239;f3fc4880c2d7;missionStarted;41;f2beaa546972;0;0;0;NA;;;;;;;;
240;f3fc4880c2d7;missionCompleted;41;f2beaa546972;0;0;0;6;;;;;;;;
241;f3fc4880c2d7;missionStarted;42;eaf5622cbdba;0;0;0;NA;;;;;;;;
242;f3fc4880c2d7;missionCompleted;42;eaf5622cbdba;0;0;0;4;;;;;;;;
243;f3fc4880c2d7;missionStarted;43;f186ce4b91ca;0;0;0;NA;;;;;;;;
244;f3fc4880c2d7;missionFailed;43;f186ce4b91ca;0;0;0;NA;;;;;;;;
245;f3fc4880c2d7;missionStarted;43;59a97010ddc0;0;0;0;NA;;;;;;;;
246;f3fc4880c2d7;missionFailed;43;59a97010ddc0;0;0;0;NA;;;;;;;;
247;f3fc4880c2d7;missionStarted;43;58b1e170344d;0;0;0;NA;;;;;;;;
248;f3fc4880c2d7;missionCompleted;43;58b1e170344d;0;0;0;4;;;;;;;;
249;f3fc4880c2d7;missionStarted;44;2033339e9fcb;0;0;0;NA;;;;;;;;
250;f3fc4880c2d7;missionFailed;44;2033339e9fcb;0;0;0;NA;;;;;;;;
251;f3fc4880c2d7;missionStarted;44;3d8e499c4782;0;0;0;NA;;;;;;;;
252;f3fc4880c2d7;missionFailed;44;3d8e499c4782;0;0;0;NA;;;;;;;;
253;f3fc4880c2d7;missionStarted;44;844ecd919b9c;0;0;0;NA;;;;;;;;
254;f3fc4880c2d7;missionFailed;44;844ecd919b9c;0;0;0;NA;;;;;;;;
255;f3fc4880c2d7;missionStarted;44;d16ed83fd3b1;0;0;0;NA;;;;;;;;
256;f3fc4880c2d7;missionFailed;44;d16ed83fd3b1;0;0;0;NA;;;;;;;;
257;f3fc4880c2d7;missionStarted;44;1a63786975d9;0;0;0;NA;;;;;;;;
258;f3fc4880c2d7;missionFailed;44;1a63786975d9;0;0;0;NA;;;;;;;;
259;f3fc4880c2d7;missionStarted;44;0781e1181dba;0;0;0;NA;;;;;;;;
260;f3fc4880c2d7;missionCompleted;44;0781e1181dba;0;0;0;3;;;;;;;;
261;f3fc4880c2d7;missionStarted;45;dce7b4521f99;0;0;0;NA;;;;;;;;
262;f3fc4880c2d7;missionFailed;45;dce7b4521f99;0;0;0;NA;;;;;;;;
263;f3fc4880c2d7;missionStarted;45;afbe03b85851;0;1;0;NA;;;;;;;;
264;f3fc4880c2d7;missionCompleted;45;afbe03b85851;0;1;0;4;;;;;;;;
265;f3fc4880c2d7;missionStarted;46;40a5c37c99e3;0;0;0;NA;;;;;;;;
